Z,Nuclide,mass,spin & parity,abundance,half-life,sig(J32),sig(J33),sig(J40)
77,Ir-168,167.979906642 +- 0.000079942,,,125MS 40,,,
77,Ir-168,,,,161MS 21,,,
77,Ir-168 m,6.00000E+01 keV,HIGH,,161MS 21,,,
77,Ir-169,168.976292958 +- 0.000026180,(1/2+),,0.353S 4,,,
77,Ir-169 m,1.53000E+02 keV,(11/2-),,0.281S 3,,,
77,Ir-170,169.974922 +- 0.000095,(3-),,0.87S +18 -12,,,
77,Ir-170,,(8+),,811MS 18,,,
77,Ir-171,170.971626038 +- 0.000042425,(11/2-),,1.46S 9,,,
77,Ir-172,171.970607036 +- 0.000034785,(3+),,4.4S 3,,,
77,Ir-172 m,1.40000E+02 keV,(7+),,2.0S 1,,,
77,Ir-173,172.967503298 +- 0.000012407,"(3/2+,5/2+)",,9.0S 8,,,
77,Ir-173,,(11/2-),,2.20S 5,,,
77,Ir-174,173.966861045 +- 0.000029700,(3+),,7.9S 6,,,
77,Ir-174 m,1.93000E+02 keV,(7+),,5.01S 22,,,
77,Ir-175,174.964158206 +- 0.000014158,(5/2-),,9S 2,,,
77,Ir-176,175.963648688 +- 0.000021836,,,8.3S 6,,,
77,Ir-177,176.961301500 +- 0.000021213,(5/2-),,30S 2,,,
77,Ir-178,177.961082000 +- 0.000021213,,,12S 2,,,
77,Ir-179,178.959122303 +- 0.000011700,(5/2)-,,79S 1,,,
77,Ir-180,179.959229446 +- 0.000023302,,,1.5M 1,,,
77,Ir-181,180.957625297 +- 0.000027512,5/2-,,4.90M 15,,,
77,Ir-182,181.958076296 +- 0.000022509,(5+),,15M 1,,,
77,Ir-183,182.956846458 +- 0.000026962,5/2-,,58M 6,,,
77,Ir-184,183.957476000 +- 0.000030000,5-,,3.09H 3,,,
77,Ir-185,184.956698000 +- 0.000030000,5/2-,,14.4H 1,,,
77,Ir-186,185.957946104 +- 0.000017740,5+,,16.64H 3,,,
77,Ir-186,,2-,,1.90H 5,,,
77,Ir-187,186.957560074 +- 0.000006639,3/2+,,10.5H 3,,,
77,Ir-187 m,1.86000E+02 keV,9/2-,,30.3MS 6,,,
77,Ir-188,187.958828151 +- 0.000010264,1-,,41.5H 5,,,
77,Ir-188,,,,4.2MS 2,,,
